Time,Currency,Event,Forecast,Actual,Previous
19/02/2020 15:30,CAD,Common CPI y/y,2.0%,1.8%,2.0%
19/02/2020 15:30,CAD,Median CPI y/y,2.2%,2.2%,2.2%
19/02/2020 15:30,CAD,Trimmed CPI y/y,2.2%,2.1%,2.0%
19/02/2020 15:30,USD,Building Permits,1.45M,1.55M,1.42M
19/02/2020 15:30,USD,Core PPI m/m,0.2%,0.5%,0.1%
19/02/2020 15:30,USD,PPI m/m,0.1%,0.5%,0.1%
19/02/2020 15:30,USD,FOMC Member Mester Speaks,unknown,unknown,unknown
19/02/2020 15:30,USD,Housing Starts,1.40M,1.57M,1.63M
19/02/2020 15:32,CAD,Core CPI m/m,unknown,0.4%,-0.4%
19/02/2020 18:45,USD,FOMC Member Kashkari Speaks,unknown,unknown,unknown
19/02/2020 20:30,USD,FOMC Member Kaplan Speaks,unknown,unknown,unknown
19/02/2020 21:00,USD,FOMC Meeting Minutes,unknown,unknown,unknown
19/02/2020 23:45,NZD,PPI Input q/q,0.6%,0.1%,0.9%
19/02/2020 23:45,NZD,PPI Output q/q,0.5%,0.4%,1.0%
20/02/2020 02:30,AUD,Employment Change,10.0K,13.5K,28.7K
20/02/2020 02:30,AUD,Unemployment Rate,5.2%,5.3%,5.1%
20/02/2020 03:30,CNY,1-y Loan Prime Rate,4.05%,4.05%,4.15%
20/02/2020 03:30,CNY,5-y Loan Prime Rate,4.75%,4.75%,4.80%
20/02/2020 08:59,EUR,German GfK Consumer Climate,9.9,9.8,9.9
20/02/2020 09:00,CHF,Trade Balance,2.54B,4.78B,1.97B
20/02/2020 09:00,EUR,German PPI m/m,0.1%,0.8%,0.1%
20/02/2020 09:45,EUR,French Final CPI m/m,-0.4%,-0.4%,-0.4%
20/02/2020 10:00,CNY,New Loans,3100B,3340B,1140B
20/02/2020 10:00,CNY,M2 Money Supply y/y,8.6%,8.4%,8.7%
20/02/2020 11:30,GBP,Retail Sales m/m,0.7%,0.9%,-0.5%
20/02/2020 11:44,EUR,Spanish 10-y Bond Auction,unknown,0.24|2.3,0.35|1.6
20/02/2020 13:00,GBP,CBI Industrial Order Expectations,-19,-18,-22
20/02/2020 14:30,EUR,ECB Monetary Policy Meeting Accounts,unknown,unknown,unknown
20/02/2020 15:30,CAD,NHPI m/m,0.2%,0.0%,0.2%
20/02/2020 15:30,USD,Philly Fed Manufacturing Index,10.1,36.7,17.0
20/02/2020 15:30,USD,Unemployment Claims,210K,210K,206K
20/02/2020 15:34,CAD,ADP Non-Farm Employment Change,unknown,25.9K,46.7K
20/02/2020 16:57,EUR,Consumer Confidence,-8,-7,-8
20/02/2020 17:00,USD,CB Leading Index m/m,0.4%,0.8%,-0.3%
20/02/2020 17:30,USD,Natural Gas Storage,-143B,-151B,-115B
20/02/2020 18:00,USD,Crude Oil Inventories,3.3M,0.4M,7.5M
21/02/2020 00:00,AUD,Flash Manufacturing PMI,unknown,49.8,49.6
21/02/2020 00:00,AUD,Flash Services PMI,unknown,48.4,50.6
21/02/2020 01:00,NZD,RBNZ Gov Orr Speaks,unknown,unknown,unknown
21/02/2020 01:30,JPY,National Core CPI y/y,0.7%,0.8%,0.7%
21/02/2020 02:30,JPY,Flash Manufacturing PMI,47.9,47.6,48.8
21/02/2020 06:30,JPY,All Industries Activity m/m,0.3%,0.0%,0.9%
21/02/2020 10:15,EUR,French Flash Services PMI,51.4,52.6,51.0
21/02/2020 10:15,EUR,French Flash Manufacturing PMI,50.8,49.7,51.1
21/02/2020 10:30,EUR,German Flash Manufacturing PMI,44.8,47.8,45.3
21/02/2020 10:30,EUR,German Flash Services PMI,53.9,53.3,54.2
21/02/2020 11:00,EUR,Flash Manufacturing PMI,47.4,49.1,47.9
21/02/2020 11:00,EUR,Flash Services PMI,52.4,52.8,52.5
21/02/2020 11:30,GBP,Flash Manufacturing PMI,49.7,51.9,50.0
21/02/2020 11:30,GBP,Flash Services PMI,53.4,53.3,53.9
21/02/2020 11:30,GBP,Public Sector Net Borrowing,-12.0B,-10.5B,3.5B
21/02/2020 12:00,EUR,Final Core CPI y/y,1.1%,1.1%,1.1%
21/02/2020 12:00,EUR,Final CPI y/y,1.4%,1.4%,1.4%
21/02/2020 15:30,CAD,Core Retail Sales m/m,0.4%,0.5%,0.5%
21/02/2020 15:30,CAD,Retail Sales m/m,0.1%,0.0%,1.1%
21/02/2020 16:00,EUR,Belgian NBB Business Climate,-2.8,-2.7,-2.0
21/02/2020 16:35,USD,FOMC Member Kaplan Speaks,unknown,unknown,unknown
21/02/2020 16:45,USD,Flash Manufacturing PMI,51.5,50.8,51.9
21/02/2020 16:45,USD,Flash Services PMI,53.3,49.4,53.3
21/02/2020 17:00,USD,Existing Home Sales,5.46M,5.46M,5.53M
21/02/2020 17:15,USD,FOMC Member Brainard Speaks,unknown,unknown,unknown
21/02/2020 20:30,GBP,MPC Member Tenreyro Speaks,unknown,unknown,unknown
21/02/2020 20:30,USD,FOMC Member Clarida Speaks,unknown,unknown,unknown
22/02/2020 00:00,All,G20 Meetings,unknown,unknown,unknown
23/02/2020 00:00,All,G20 Meetings,unknown,unknown,unknown
23/02/2020 23:45,NZD,Retail Sales q/q,0.8%,0.7%,1.7%
23/02/2020 23:49,NZD,Core Retail Sales q/q,0.9%,0.5%,1.9%
23/02/2020 00:00,JPY,Bank Holiday,unknown,unknown,unknown
24/02/2020 04:00,NZD,Credit Card Spending y/y,unknown,3.7%,3.5%
24/02/2020 11:00,EUR,German ifo Business Climate,95.0,96.1,96.0
24/02/2020 15:30,CAD,Wholesale Sales m/m,0.5%,0.9%,-1.1%
24/02/2020 16:00,CNY,CB Leading Index m/m,unknown,1.0%,1.5%
24/02/2020 20:30,GBP,MPC Member Haldane Speaks,unknown,unknown,unknown
24/02/2020 22:00,USD,FOMC Member Mester Speaks,unknown,unknown,unknown
25/02/2020 01:50,JPY,SPPI y/y,2.1%,2.3%,2.1%
25/02/2020 09:00,EUR,German Final GDP q/q,0.0%,0.0%,0.0%
25/02/2020 12:36,GBP,10-y Bond Auction,unknown,0.51|2.2,0.50|2.3
25/02/2020 13:00,GBP,CBI Realized Sales,unknown,unknown,unknown
25/02/2020 15:30,CAD,Corporate Profits q/q,unknown,3.6%,0.4%
25/02/2020 16:00,USD,HPI m/m,0.4%,0.6%,0.3%
25/02/2020 16:00,USD,S&P/CS Composite-20 HPI y/y,2.8%,2.9%,2.5%
25/02/2020 16:45,USD,FOMC Member Kaplan Speaks,unknown,unknown,unknown
25/02/2020 16:59,USD,Richmond Manufacturing Index,10,-2,20
25/02/2020 17:00,USD,CB Consumer Confidence,132.6,130.7,130.4
25/02/2020 07:15,CAD,Gov Council Member Lane Speaks,unknown,unknown,unknown
25/02/2020 22:00,USD,FOMC Member Clarida Speaks,unknown,unknown,unknown
26/02/2020 02:01,GBP,BRC Shop Price Index y/y,unknown,-0.6%,-0.3%
26/02/2020 02:30,AUD,Construction Work Done q/q,-1.0%,-3.0%,0.4%
26/02/2020 19:00,JPY,BOJ Core CPI y/y,0.2%,0.3%,0.3%
26/02/2020 11:00,CHF,UBS Economic Expectations,unknown,7.7,8.3
26/02/2020 15:30,EUR,ECB President Lagarde Speaks,unknown,unknown,unknown
26/02/2020 16:45,USD,FOMC Member Kaplan Speaks,unknown,unknown,unknown
26/02/2020 17:00,USD,New Home Sales,714K,764K,708K
26/02/2020 17:30,USD,Crude Oil Inventories,2.3M,0.5M,0.4M
26/02/2020 20:00,USD,FOMC Member Kashkari Speaks,unknown,unknown,unknown
26/02/2020 23:45,NZD,Trade Balance,-545M,-340M,384M
27/02/2020 02:00,NZD,ANZ Business Confidence,unknown,-19.4,-13.2
27/02/2020 02:30,AUD,Private Capital Expenditure q/q,0.5%,-2.8%,-0.4%
27/02/2020 10:00,EUR,Spanish Flash CPI y/y,0.8%,0.8%,1.1%
27/02/2020 11:00,EUR,M3 Money Supply y/y,5.3%,5.2%,4.9%
27/02/2020 11:00,EUR,Private Loans y/y,3.7%,3.7%,3.6%
27/02/2020 12:19,EUR,Italian 10-y Bond Auction,unknown,1.00|1.3,0.94|1.2
27/02/2020 12:30,GBP,MPC Member Cunliffe Speaks,unknown,unknown,unknown
27/02/2020 15:30,CAD,Current Account,-9.0B,-8.8B,-10.9B
27/02/2020 15:30,USD,Core Durable Goods Orders m/m,0.2%,0.9%,0.1%
27/02/2020 15:30,USD,Durable Goods Orders m/m,-1.5%,-0.2%,2.9%
27/02/2020 15:30,USD,Prelim GDP q/q,2.1%,2.1%,2.1%
27/02/2020 15:30,USD,Prelim GDP Price Index q/q,1.4%,1.3%,1.4%
27/02/2020 15:30,USD,Unemployment Claims,211K,219K,211K
27/02/2020 17:00,USD,Pending Home Sales m/m,2.8%,5.2%,-4.3%
27/02/2020 17:30,USD,Natural Gas Storage,-158B,-143B,-151B
27/02/2020 22:30,USD,FOMC Member Mester Speaks,unknown,unknown,unknown
28/02/2020 01:30,JPY,Tokyo Core CPI y/y,0.6%,0.5%,0.7%
28/02/2020 01:30,JPY,Unemployment Rate,2.2%,2.4%,2.2%
28/02/2020 01:50,JPY,Prelim Industrial Production m/m,0.2%,0.8%,1.2%
28/02/2020 01:50,JPY,Retail Sales y/y,-1.3%,-0.4%,-2.6%
28/02/2020 02:00,USD,FOMC Member Mester Speaks,unknown,unknown,unknown
28/02/2020 02:01,GBP,GfK Consumer Confidence,-8,-7,-9
28/02/2020 02:30,AUD,Private Sector Credit m/m,0.2%,0.3%,0.2%
28/02/2020 19:00,JPY,Housing Starts y/y,-5.8%,-10.1%,-7.9%
28/02/2020 08:59,GBP,Nationwide HPI m/m,0.4%,0.3%,0.5%
28/02/2020 09:00,EUR,German Import Prices m/m,0.1%,-0.4%,0.2%
28/02/2020 00:00,EUR,German Prelim CPI m/m,0.3%,0.4%,-0.6%
28/02/2020 09:30,CHF,Retail Sales y/y,0.1%,-0.1%,0.8%
28/02/2020 09:45,EUR,French Consumer Spending m/m,-0.1%,-1.1%,-0.3%
28/02/2020 09:45,EUR,French Prelim CPI m/m,0.0%,0.0%,-0.4%
28/02/2020 09:45,EUR,French Prelim GDP q/q,-0.1%,-0.1%,-0.1%
28/02/2020 10:00,CHF,KOF Economic Barometer,97.6,100.9,100.1
28/02/2020 10:55,EUR,German Unemployment Change,4K,-10K,-4K
28/02/2020 12:00,EUR,German Buba President Weidmann Speaks,unknown,unknown,unknown
28/02/2020 12:00,EUR,Italian Prelim CPI m/m,0.1%,0.0%,0.1%
28/02/2020 13:15,GBP,MPC Member Haldane Speaks,unknown,unknown,unknown
28/02/2020 15:30,CAD,GDP m/m,0.1%,0.3%,0.1%
28/02/2020 15:30,CAD,RMPI m/m,2.1%,-2.2%,2.7%
28/02/2020 15:30,CAD,IPPI m/m,0.1%,-0.3%,0.3%
28/02/2020 15:30,USD,Core PCE Price Index m/m,0.2%,0.1%,0.2%
28/02/2020 15:30,USD,Personal Spending m/m,0.3%,0.2%,0.4%
28/02/2020 15:30,USD,Goods Trade Balance,-68.5B,-65.5B,-68.7B
28/02/2020 15:30,USD,Personal Income m/m,0.3%,0.6%,0.1%
28/02/2020 15:30,USD,Prelim Wholesale Inventories m/m,0.1%,-0.2%,-0.2%
28/02/2020 16:45,USD,Chicago PMI,46.1,49.0,42.9
28/02/2020 17:00,USD,Revised UoM Consumer Sentiment,100.7,101.0,100.9
28/02/2020 17:00,USD,Revised UoM Inflation Expectations,unknown,2.4%,2.5%
28/02/2020 18:15,GBP,MPC Member Cunliffe Speaks,unknown,unknown,unknown
28/02/2020 21:30,USD,Fed Announcement,unknown,unknown,unknown
29/02/2020 03:00,CNY,Manufacturing PMI,45.1,35.7,50.0
29/02/2020 03:00,CNY,Non-Manufacturing PMI,51.4,29.6,54.1
01/03/2020 23:30,AUD,AIG Manufacturing Index,unknown,44.3,45.4
01/03/2020 23:45,NZD,Overseas Trade Index q/q,0.8%,2.6%,1.7%
02/03/2020 01:50,JPY,Capital Spending q/y,-2.5%,-3.5%,7.1%
02/03/2020 02:00,AUD,MI Inflation Gauge m/m,unknown,-0.1%,0.3%
02/03/2020 02:30,AUD,Company Operating Profits q/q,-1.2%,-3.5%,-0.6%
02/03/2020 02:30,AUD,ANZ Job Advertisements m/m,unknown,0.7%,4.0%
02/03/2020 02:30,JPY,Final Manufacturing PMI,47.6,47.8,47.6
02/03/2020 03:45,CNY,Caixin Manufacturing PMI,46.1,40.3,51.1
02/03/2020 19:30,AUD,Commodity Prices y/y,unknown,-6.1%,-2.6%
02/03/2020 10:15,EUR,Spanish Manufacturing PMI,48.9,50.4,48.5
02/03/2020 10:30,CHF,Manufacturing PMI,47.9,49.5,47.8
02/03/2020 10:45,EUR,Italian Manufacturing PMI,48.0,48.7,48.9
02/03/2020 10:50,EUR,French Final Manufacturing PMI,49.7,49.8,49.7
02/03/2020 10:55,EUR,German Final Manufacturing PMI,47.8,48.0,47.8
02/03/2020 11:00,EUR,Final Manufacturing PMI,49.1,49.2,49.1
02/03/2020 11:30,GBP,Final Manufacturing PMI,51.9,51.7,51.9
02/03/2020 11:30,GBP,M4 Money Supply m/m,0.2%,0.6%,0.1%
02/03/2020 11:30,GBP,Mortgage Approvals,68K,71K,68K
02/03/2020 11:32,GBP,Net Lending to Individuals m/m,5.9B,5.2B,5.7B
02/03/2020 16:30,CAD,Manufacturing PMI,unknown,51.8,50.6
02/03/2020 16:45,USD,Final Manufacturing PMI,50.8,50.7,50.8
02/03/2020 17:00,USD,ISM Manufacturing PMI,50.5,50.1,50.9
02/03/2020 17:00,USD,Construction Spending m/m,0.6%,1.8%,0.2%
02/03/2020 17:00,USD,ISM Manufacturing Prices,51.2,45.9,53.3
03/03/2020 01:50,JPY,Monetary Base y/y,3.0%,3.6%,2.9%
03/03/2020 02:30,AUD,Building Approvals m/m,1.1%,-15.3%,3.9%
03/03/2020 02:30,AUD,Current Account,2.3B,1.0B,6.5B
03/03/2020 05:30,AUD,Cash Rate,0.50%,0.50%,0.75%
03/03/2020 05:30,AUD,RBA Rate Statement,unknown,unknown,unknown
03/03/2020 05:35,JPY,10-y Bond Auction,unknown,-0.10|3.2,-0.05|3.6
03/03/2020 19:00,JPY,Consumer Confidence,38.4,38.4,39.1
03/03/2020 08:45,CHF,GDP q/q,0.2%,0.3%,0.4%
03/03/2020 09:45,EUR,French Gov Budget Balance,unknown,-20.0B,-92.8B
03/03/2020 10:00,EUR,Spanish Unemployment Change,8.2K,-7.8K,90.2K
03/03/2020 11:00,EUR,Italian Monthly Unemployment Rate,9.8%,9.8%,9.8%
03/03/2020 11:30,GBP,Monetary Policy Report Hearings,unknown,unknown,unknown
03/03/2020 11:30,GBP,Construction PMI,49.0,52.6,48.4
03/03/2020 12:00,EUR,CPI Flash Estimate y/y,1.4%,1.2%,1.4%
03/03/2020 12:00,EUR,Core CPI Flash Estimate y/y,1.2%,1.2%,1.1%
03/03/2020 12:00,EUR,PPI m/m,0.5%,0.4%,0.1%
03/03/2020 12:00,EUR,Unemployment Rate,7.4%,7.4%,7.4%
03/03/2020 00:00,All,G7 Meetings,unknown,unknown,unknown
03/03/2020 16:38,NZD,GDT Price Index,unknown,-1.2%,-2.9%
03/03/2020 17:00,USD,Federal Funds Rate,unknown,1.25%,1.75%
03/03/2020 17:00,USD,FOMC Statement,unknown,unknown,unknown
03/03/2020 17:00,USD,RCM/TIPP Economic Optimism,58.1,53.9,59.8
03/03/2020 00:00,USD,Wards Total Vehicle Sales,16.8M,16.8M,16.8M
03/03/2020 18:00,USD,FOMC Press Conference,unknown,unknown,unknown
03/03/2020 21:50,USD,FOMC Member Mester Speaks,unknown,unknown,unknown
03/03/2020 23:30,AUD,AIG Construction Index,unknown,42.7,41.3
03/03/2020 23:45,NZD,Building Consents m/m,unknown,-2.0%,9.8%
04/03/2020 02:00,NZD,ANZ Commodity Prices m/m,unknown,-2.1%,-0.9%
04/03/2020 02:30,AUD,GDP q/q,0.4%,0.5%,0.6%
04/03/2020 03:45,CNY,Caixin Services PMI,48.0,26.5,51.8
04/03/2020 09:00,EUR,German Retail Sales m/m,1.0%,0.9%,-2.0%
04/03/2020 09:30,CHF,CPI m/m,0.2%,0.1%,-0.2%
04/03/2020 10:15,EUR,Spanish Services PMI,52.5,52.1,52.3
04/03/2020 10:45,EUR,Italian Services PMI,51.4,52.1,51.4
04/03/2020 10:50,EUR,French Final Services PMI,52.6,52.5,52.6
04/03/2020 10:55,EUR,German Final Services PMI,53.3,52.5,53.3
04/03/2020 11:00,EUR,Final Services PMI,52.8,52.6,52.8
04/03/2020 11:30,GBP,Final Services PMI,53.2,53.2,53.3
04/03/2020 12:00,EUR,Retail Sales m/m,0.6%,0.6%,-1.1%
04/03/2020 00:00,All,OPEC-JMMC Meetings,unknown,unknown,unknown
04/03/2020 15:15,USD,ADP Non-Farm Employment Change,170K,183K,209K
04/03/2020 15:30,CAD,Labor Productivity q/q,0.2%,-0.1%,0.2%
04/03/2020 16:15,GBP,BOE Gov Bailey Speaks,unknown,unknown,unknown
04/03/2020 16:45,USD,Final Services PMI,49.4,49.4,49.4
04/03/2020 17:00,CAD,BOC Rate Statement,unknown,unknown,unknown
04/03/2020 17:00,CAD,Overnight Rate,1.25%,1.25%,1.75%
04/03/2020 17:00,USD,ISM Services PMI,54.9,57.3,55.5
04/03/2020 17:30,USD,Crude Oil Inventories,2.8M,0.8M,0.5M
04/03/2020 20:00,GBP,MPC Member Broadbent Speaks,unknown,unknown,unknown
04/03/2020 21:00,USD,Beige Book,unknown,unknown,unknown
05/03/2020 02:30,AUD,Goods Trade Balance,4.80B,5.21B,5.38B
05/03/2020 05:35,JPY,30-y Bond Auction,unknown,0.34|3.6,0.43|3.7
05/03/2020 00:00,All,OPEC Meetings,unknown,unknown,unknown
05/03/2020 11:48,EUR,Spanish 10-y Bond Auction,unknown,0.17|1.4,0.24|2.3
05/03/2020 12:01,EUR,French 10-y Bond Auction,unknown,-0.32|2.2,-0.11|2.2
05/03/2020 14:30,USD,Challenger Job Cuts y/y,unknown,-26.3%,27.8%
05/03/2020 15:00,GBP,MPC Member Haldane Speaks,unknown,unknown,unknown
05/03/2020 15:30,USD,Revised Nonfarm Productivity q/q,1.4%,1.2%,1.4%
05/03/2020 15:30,USD,Revised Unit Labor Costs q/q,1.5%,0.9%,1.4%
05/03/2020 15:30,USD,Unemployment Claims,215K,216K,219K
05/03/2020 17:00,USD,Factory Orders m/m,-0.2%,-0.5%,1.9%
05/03/2020 17:30,USD,Natural Gas Storage,-112B,-109B,-143B
05/03/2020 07:00,GBP,BOE Gov Carney Speaks,unknown,unknown,unknown
05/03/2020 07:45,CAD,BOC Gov Poloz Speaks,unknown,unknown,unknown
05/03/2020 23:30,AUD,AIG Services Index,unknown,47.0,47.4
06/03/2020 01:30,JPY,Average Cash Earnings y/y,0.2%,1.5%,-0.2%
06/03/2020 01:30,JPY,Household Spending y/y,-3.9%,-3.9%,-4.8%
06/03/2020 01:30,USD,FOMC Member Kaplan Speaks,unknown,unknown,unknown
06/03/2020 02:30,AUD,Retail Sales m/m,0.0%,-0.3%,-0.7%
06/03/2020 03:00,USD,FOMC Member Kashkari Speaks,unknown,unknown,unknown
06/03/2020 03:45,USD,FOMC Member Williams Speaks,unknown,unknown,unknown
06/03/2020 19:02,JPY,Leading Indicators,91.3%,90.3%,91.6%
06/03/2020 09:00,EUR,German Factory Orders m/m,1.5%,5.5%,-2.1%
06/03/2020 09:45,EUR,French Trade Balance,-4.9B,-5.9B,-3.7B
06/03/2020 10:00,CHF,Foreign Currency Reserves,unknown,769B,764B
06/03/2020 10:30,GBP,Halifax HPI m/m,0.3%,0.3%,0.4%
06/03/2020 11:03,EUR,Italian Retail Sales m/m,0.3%,0.0%,0.5%
06/03/2020 00:00,All,OPEC-JMMC Meetings,unknown,unknown,unknown
06/03/2020 15:30,CAD,Employment Change,10.5K,30.3K,34.5K
06/03/2020 15:30,CAD,Trade Balance,-0.8B,-1.5B,-0.7B
06/03/2020 15:30,CAD,Unemployment Rate,5.6%,5.6%,5.5%
06/03/2020 15:30,USD,Average Hourly Earnings m/m,0.3%,0.3%,0.2%
06/03/2020 15:30,USD,Non-Farm Employment Change,175K,273K,273K
06/03/2020 15:30,USD,Unemployment Rate,3.6%,3.5%,3.6%
06/03/2020 15:30,USD,Trade Balance,-46.3B,-45.3B,-48.6B
06/03/2020 17:00,CAD,Ivey PMI,55.2,54.1,57.3
06/03/2020 17:00,USD,Final Wholesale Inventories m/m,-0.2%,-0.4%,-0.2%
06/03/2020 00:00,All,G20 Meetings,unknown,unknown,unknown
06/03/2020 21:00,USD,FOMC Member Williams Speaks,unknown,unknown,unknown
06/03/2020 22:00,USD,Consumer Credit m/m,16.6B,12.0B,20.3B
07/03/2020 05:04,CNY,Trade Balance,unknown,-43B,329B
07/03/2020 05:05,CNY,USD-Denominated Trade Balance,unknown,-7.1B,46.8B
08/03/2020 10:00,CAD,Daylight Saving Time Shift,unknown,unknown,unknown
08/03/2020 10:00,USD,Daylight Saving Time Shift,unknown,unknown,unknown
09/03/2020 02:50,JPY,Bank Lending y/y,1.9%,2.1%,1.9%
09/03/2020 02:50,JPY,Current Account,1.66T,1.63T,1.85T
09/03/2020 02:50,JPY,Final GDP q/q,-1.7%,-1.8%,-1.6%
09/03/2020 02:52,JPY,Final GDP Price Index y/y,1.3%,1.2%,1.3%
09/03/2020 08:03,JPY,Economy Watchers Sentiment,35.6,27.4,41.9
09/03/2020 09:45,CHF,Unemployment Rate,2.3%,2.3%,2.3%
09/03/2020 10:00,EUR,German Industrial Production m/m,1.7%,3.0%,-2.2%
09/03/2020 10:00,EUR,German Trade Balance,18.8B,18.5B,19.0B
09/03/2020 12:30,EUR,Sentix Investor Confidence,-11.0,-17.1,5.2
09/03/2020 15:13,CAD,Housing Starts,217K,210K,214K
09/03/2020 15:30,CAD,Building Permits m/m,-2.9%,4.0%,9.9%
10/03/2020 00:45,NZD,Manufacturing Sales q/q,unknown,2.4%,1.2%
10/03/2020 01:34,USD,President Trump Speaks,unknown,unknown,unknown
10/03/2020 02:50,JPY,M2 Money Stock y/y,2.8%,3.0%,2.8%
10/03/2020 03:01,GBP,BRC Retail Sales Monitor y/y,0.2%,-0.4%,0.0%
10/03/2020 03:30,AUD,NAB Business Confidence,unknown,-4,-1
10/03/2020 03:38,USD,NFIB Small Business Index,102.7,104.5,104.3
10/03/2020 04:00,NZD,RBNZ Gov Orr Speaks,unknown,unknown,unknown
10/03/2020 04:30,CNY,CPI y/y,5.2%,5.2%,5.4%
10/03/2020 04:30,CNY,PPI y/y,-0.3%,-0.4%,0.1%
10/03/2020 09:03,JPY,Prelim Machine Tool Orders y/y,unknown,-30.1%,-35.6%
10/03/2020 09:30,EUR,French Final Private Payrolls q/q,0.2%,0.5%,0.2%
10/03/2020 10:45,EUR,French Industrial Production m/m,1.8%,1.2%,-2.5%
10/03/2020 12:00,EUR,Italian Industrial Production m/m,1.6%,3.7%,-2.6%
10/03/2020 13:00,EUR,Final Employment Change q/q,0.3%,0.3%,0.3%
10/03/2020 13:00,EUR,Revised GDP q/q,0.1%,0.1%,0.1%
10/03/2020 13:39,GBP,10-y Bond Auction,unknown,0.31|2.2,0.51|2.2
11/03/2020 01:00,AUD,RBA Deputy Gov Debelle Speaks,unknown,unknown,unknown
11/03/2020 02:30,AUD,Westpac Consumer Sentiment,unknown,-3.8%,2.3%
11/03/2020 10:00,GBP,Monetary Policy Summary,unknown,unknown,unknown
11/03/2020 10:00,GBP,MPC Official Bank Rate Votes,unknown,0-9-0,0-2-7
11/03/2020 10:00,GBP,Official Bank Rate,unknown,0.25%,0.75%
11/03/2020 10:00,GBP,Asset Purchase Facility,unknown,435B,435B
11/03/2020 10:00,GBP,MPC Asset Purchase Facility Votes,unknown,0-0-9,0-0-9
11/03/2020 11:00,CNY,New Loans,1100B,906B,3340B
11/03/2020 11:00,CNY,M2 Money Supply y/y,8.5%,8.8%,8.4%
11/03/2020 12:00,GBP,BOE Gov Carney Speaks,unknown,unknown,unknown
11/03/2020 12:30,GBP,GDP m/m,0.2%,0.0%,0.3%
11/03/2020 12:30,GBP,Manufacturing Production m/m,0.2%,0.2%,0.3%
11/03/2020 12:30,GBP,Construction Output m/m,0.2%,-0.8%,0.4%
11/03/2020 12:30,GBP,Goods Trade Balance,-7.2B,-3.7B,-1.4B
11/03/2020 12:30,GBP,Index of Services 3m/3m,0.1%,0.0%,0.1%
11/03/2020 12:30,GBP,Industrial Production m/m,0.3%,-0.1%,0.1%
11/03/2020 13:34,EUR,German 10-y Bond Auction,unknown,-0.77|1.0,-0.38|1.2
11/03/2020 15:30,CAD,Capacity Utilization Rate,80.9%,81.2%,81.5%
11/03/2020 15:30,GBP,Annual Budget Release,unknown,unknown,unknown
11/03/2020 15:30,USD,Core CPI m/m,0.2%,0.2%,0.2%
11/03/2020 15:30,USD,CPI m/m,0.0%,0.1%,0.1%
11/03/2020 15:30,USD,CPI y/y,2.2%,2.3%,2.5%
11/03/2020 16:02,GBP,NIESR GDP Estimate,unknown,0.2%,0.0%
11/03/2020 17:00,USD,Treasury Sec Mnuchin Speaks,unknown,unknown,unknown
11/03/2020 17:30,USD,Crude Oil Inventories,2.0M,7.7M,0.8M
11/03/2020 20:01,USD,10-y Bond Auction,unknown,0.85|2.4,1.62|2.6
11/03/2020 20:59,USD,Federal Budget Balance,-238.1B,-235.3B,-32.6B
12/03/2020 02:50,JPY,BSI Manufacturing Index,-10.2,-17.2,-7.8
12/03/2020 02:50,JPY,PPI y/y,1.1%,0.8%,1.5%
12/03/2020 03:00,AUD,MI Inflation Expectations,unknown,4.0%,4.0%
12/03/2020 03:01,GBP,RICS House Price Balance,20%,29%,18%
12/03/2020 04:00,USD,President Trump Speaks,unknown,unknown,unknown
12/03/2020 12:00,EUR,Italian Quarterly Unemployment Rate,9.8%,9.7%,9.8%
12/03/2020 13:00,EUR,Industrial Production m/m,1.4%,2.3%,-1.8%
12/03/2020 13:22,EUR,Italian 10-y Bond Auction,unknown,1.29|1.5,1.00|1.3
12/03/2020 15:30,USD,Core PPI m/m,0.1%,-0.3%,0.5%
12/03/2020 15:30,USD,PPI m/m,-0.1%,-0.6%,0.5%
12/03/2020 15:30,USD,Unemployment Claims,219K,211K,215K
12/03/2020 15:45,EUR,Main Refinancing Rate,0.00%,0.00%,0.00%
12/03/2020 15:45,EUR,Monetary Policy Statement,unknown,unknown,unknown
12/03/2020 16:30,EUR,ECB Press Conference,unknown,unknown,unknown
12/03/2020 17:30,USD,Natural Gas Storage,-55B,-48B,-109B
12/03/2020 20:01,USD,30-y Bond Auction,unknown,1.32|2.4,2.06|2.4
13/03/2020 00:30,NZD,BusinessNZ Manufacturing Index,unknown,53.2,49.8
13/03/2020 00:45,NZD,FPI m/m,unknown,0.0%,2.1%
13/03/2020 19:30,JPY,Tertiary Industry Activity m/m,0.0%,0.8%,-0.3%
13/03/2020 10:00,EUR,German Final CPI m/m,0.4%,0.4%,0.4%
13/03/2020 10:00,EUR,German WPI m/m,-0.8%,-0.9%,1.0%
13/03/2020 10:36,CNY,Foreign Direct Investment ytd/y,unknown,-8.6%,4.0%
13/03/2020 10:45,EUR,French Final CPI m/m,0.0%,0.0%,0.0%
13/03/2020 15:30,USD,Import Prices m/m,-1.0%,-0.5%,0.1%
13/03/2020 16:30,GBP,CB Leading Index m/m,unknown,0.1%,0.1%
13/03/2020 17:00,USD,Prelim UoM Consumer Sentiment,95.0,95.9,101.0
13/03/2020 17:00,USD,Prelim UoM Inflation Expectations,unknown,2.3%,2.4%
13/03/2020 21:08,CAD,BOC Rate Statement,unknown,unknown,unknown
13/03/2020 21:08,CAD,Overnight Rate,unknown,0.75%,1.25%
13/03/2020 21:13,CAD,BOC Gov Poloz Speaks,unknown,unknown,unknown
